PurchaseOrderID,SupplierID,WarehouseID,OrderDate,ExpectedDeliveryDate,Status
103891,18,3,2025-01-03,2025-01-26,Delivered
103892,18,2,2025-06-02,2025-06-16,Delivered
103893,3,5,2025-02-19,2025-03-07,Cancelled
103894,45,4,2025-01-17,2025-02-11,Pending
103895,28,5,2025-06-02,2025-06-18,Shipped
103896,75,4,2025-01-05,2025-01-13,Shipped
103897,59,1,2025-02-06,2025-02-19,Shipped
103898,46,5,2025-03-25,2025-04-16,Delivered
103899,40,2,2025-02-24,2025-03-01,Shipped
103900,10,2,2025-01-07,2025-01-16,Cancelled
103901,7,4,2025-02-01,2025-02-17,Delivered
103902,62,2,2025-05-23,2025-06-12,Shipped
103903,22,5,2025-06-08,2025-06-14,Delivered
103904,11,4,2025-04-20,2025-05-13,Pending
103905,30,2,2025-02-02,2025-02-16,Delivered
103906,14,3,2025-03-23,2025-04-05,Cancelled
103907,21,1,2025-02-26,2025-03-12,Pending
103908,8,1,2025-01-05,2025-01-29,Delivered
103909,52,4,2025-05-25,2025-06-19,Delivered
103910,55,3,2025-06-09,2025-06-16,Delivered
103911,76,3,2025-04-06,2025-04-20,Delivered
103912,23,2,2025-03-06,2025-03-26,Delivered
103913,18,3,2025-04-29,2025-05-17,Pending
103914,6,5,2025-01-16,2025-01-24,Delivered
103915,66,1,2025-01-10,2025-01-21,Pending
103916,53,5,2025-02-28,2025-03-08,Delivered
103917,36,1,2025-05-06,2025-05-16,Delivered
103918,6,5,2025-01-04,2025-01-25,Pending
103919,47,4,2025-01-28,2025-02-06,Delivered
103920,14,3,2025-06-30,2025-07-06,Delivered
103921,26,5,2025-01-11,2025-01-29,Delivered
103922,32,1,2025-04-29,2025-05-11,Delivered
103923,7,3,2025-04-03,2025-04-24,Cancelled
103924,63,3,2025-02-21,2025-03-10,Shipped
103925,26,1,2025-01-05,2025-01-28,Delivered
103926,45,5,2025-05-16,2025-06-01,Delivered
103927,55,5,2025-03-06,2025-03-26,Pending
103928,16,5,2025-01-02,2025-01-17,Shipped
103929,26,5,2025-04-14,2025-04-24,Delivered
103930,57,3,2025-04-22,2025-05-09,Delivered
103931,20,1,2025-04-01,2025-04-24,Pending
103932,31,2,2025-06-29,2025-07-19,Pending
103933,8,3,2025-04-14,2025-05-02,Delivered
103934,40,3,2025-06-10,2025-07-03,Pending
103935,9,1,2025-01-13,2025-02-01,Delivered
103936,60,1,2025-03-06,2025-03-12,Pending
103937,34,5,2025-03-02,2025-03-24,Delivered
103938,71,1,2025-05-25,2025-06-19,Delivered
103939,74,1,2025-03-22,2025-04-03,Delivered
103940,9,3,2025-02-14,2025-02-20,Shipped
103941,78,5,2025-01-10,2025-02-02,Shipped
103942,77,4,2025-04-12,2025-05-06,Delivered
103943,64,2,2025-06-15,2025-06-22,Shipped
103944,76,4,2025-06-25,2025-07-03,Delivered
103945,49,5,2025-05-23,2025-06-06,Shipped
103946,49,1,2025-02-08,2025-02-19,Delivered
103947,7,4,2025-05-03,2025-05-26,Shipped
103948,30,2,2025-03-24,2025-04-11,Shipped
103949,66,5,2025-06-02,2025-06-16,Delivered
103950,15,5,2025-04-25,2025-04-30,Pending
103951,34,2,2025-04-21,2025-04-30,Pending
103952,60,1,2025-05-12,2025-05-31,Delivered
103953,70,2,2025-01-28,2025-02-04,Delivered
103954,21,1,2025-06-11,2025-07-06,Shipped
103955,70,1,2025-03-02,2025-03-18,Delivered
103956,79,5,2025-05-12,2025-06-05,Delivered
103957,75,4,2025-02-07,2025-02-15,Pending
103958,57,1,2025-05-18,2025-06-08,Delivered
103959,38,5,2025-01-08,2025-01-15,Cancelled
103960,52,3,2025-03-19,2025-04-10,Shipped
103961,16,4,2025-04-02,2025-04-23,Delivered
103962,30,5,2025-04-23,2025-05-14,Delivered
103963,2,5,2025-02-14,2025-02-20,Delivered
103964,34,5,2025-01-12,2025-01-30,Delivered
103965,61,1,2025-02-16,2025-02-27,Delivered
103966,11,3,2025-06-02,2025-06-19,Pending
103967,11,2,2025-05-11,2025-05-31,Delivered
103968,76,3,2025-02-12,2025-03-08,Delivered
103969,72,5,2025-02-08,2025-02-27,Delivered
103970,51,5,2025-06-21,2025-07-11,Delivered
103971,7,3,2025-01-12,2025-02-04,Delivered
103972,16,3,2025-01-23,2025-02-15,Delivered
103973,46,4,2025-01-12,2025-02-01,Delivered
103974,32,2,2025-05-05,2025-05-19,Delivered
103975,71,5,2025-02-27,2025-03-14,Delivered
103976,46,1,2025-04-28,2025-05-21,Delivered
103977,51,2,2025-03-16,2025-04-10,Pending
103978,78,4,2025-06-29,2025-07-24,Shipped
103979,79,4,2025-04-09,2025-05-01,Shipped
103980,34,5,2025-04-20,2025-04-25,Shipped
103981,66,3,2025-02-08,2025-02-15,Delivered
103982,20,5,2025-03-28,2025-04-05,Delivered
103983,21,3,2025-05-29,2025-06-10,Delivered
103984,53,3,2025-05-19,2025-06-10,Shipped
103985,65,5,2025-02-26,2025-03-11,Delivered
103986,69,5,2025-02-28,2025-03-24,Pending
103987,56,2,2025-03-08,2025-03-25,Delivered
103988,68,4,2025-06-04,2025-06-27,Pending
103989,3,5,2025-01-17,2025-01-24,Shipped
103990,28,1,2025-05-31,2025-06-12,Delivered
103991,77,2,2025-02-22,2025-03-12,Shipped
103992,28,4,2025-04-15,2025-04-20,Delivered
103993,32,1,2025-03-07,2025-03-22,Delivered
103994,13,4,2025-03-27,2025-04-01,Delivered
103995,47,3,2025-03-19,2025-04-08,Shipped
103996,16,5,2025-01-25,2025-02-12,Delivered
103997,5,2,2025-06-28,2025-07-12,Shipped
103998,73,4,2025-04-13,2025-04-20,Delivered
103999,62,1,2025-05-13,2025-05-22,Delivered
104000,77,5,2025-05-27,2025-06-18,Delivered
104001,70,5,2025-01-01,2025-01-18,Delivered
104002,71,2,2025-01-25,2025-02-07,Pending
104003,35,4,2025-05-13,2025-05-21,Delivered
104004,42,5,2025-02-17,2025-03-06,Delivered
104005,34,5,2025-04-19,2025-05-13,Delivered
104006,80,2,2025-06-28,2025-07-21,Delivered
104007,80,5,2025-04-23,2025-05-07,Delivered
104008,49,5,2025-03-21,2025-03-28,Delivered
104009,76,3,2025-03-22,2025-03-28,Shipped
104010,79,2,2025-06-03,2025-06-13,Pending
104011,62,3,2025-03-05,2025-03-22,Delivered
104012,6,3,2025-01-30,2025-02-06,Delivered
104013,55,1,2025-02-28,2025-03-24,Delivered
104014,72,4,2025-02-23,2025-03-13,Delivered
104015,53,2,2025-01-26,2025-02-16,Delivered
104016,42,3,2025-06-03,2025-06-09,Delivered
104017,1,1,2025-01-07,2025-01-31,Delivered
104018,74,3,2025-02-04,2025-02-18,Delivered
104019,75,3,2025-02-15,2025-02-21,Shipped
104020,49,4,2025-06-24,2025-07-07,Delivered
104021,72,5,2025-04-22,2025-05-10,Delivered
104022,7,3,2025-04-22,2025-05-05,Shipped
104023,40,3,2025-04-19,2025-05-05,Delivered
104024,57,3,2025-05-18,2025-05-23,Delivered
104025,40,3,2025-02-26,2025-03-09,Delivered
104026,78,1,2025-04-19,2025-04-28,Shipped
104027,48,3,2025-04-14,2025-05-01,Delivered
104028,24,4,2025-03-28,2025-04-11,Pending
104029,51,3,2025-06-04,2025-06-28,Delivered
104030,7,1,2025-06-27,2025-07-15,Shipped
104031,24,1,2025-02-14,2025-02-23,Shipped
104032,58,4,2025-05-03,2025-05-23,Delivered
104033,18,3,2025-06-06,2025-06-13,Delivered
104034,14,1,2025-02-15,2025-02-28,Delivered
104035,13,1,2025-04-06,2025-04-27,Delivered
104036,33,5,2025-05-13,2025-06-07,Delivered
104037,8,1,2025-05-18,2025-05-23,Shipped
104038,76,5,2025-04-12,2025-05-02,Delivered
104039,72,2,2025-02-20,2025-02-27,Shipped
104040,77,3,2025-04-24,2025-04-29,Delivered
104041,35,4,2025-02-04,2025-02-22,Delivered
104042,22,4,2025-01-20,2025-01-29,Delivered
104043,22,1,2025-02-22,2025-03-15,Shipped
104044,62,3,2025-02-28,2025-03-18,Delivered
104045,76,4,2025-05-17,2025-05-23,Delivered
104046,45,2,2025-04-05,2025-04-18,Delivered
104047,23,3,2025-02-02,2025-02-10,Delivered
104048,30,5,2025-03-25,2025-04-07,Delivered
104049,35,1,2025-01-09,2025-01-27,Shipped
104050,48,3,2025-06-16,2025-07-05,Delivered
104051,19,2,2025-01-20,2025-01-28,Shipped
104052,25,2,2025-04-25,2025-05-09,Delivered
104053,79,4,2025-06-24,2025-07-18,Delivered
104054,11,4,2025-04-23,2025-05-10,Delivered
104055,32,3,2025-06-15,2025-07-10,Delivered
104056,22,4,2025-02-13,2025-02-18,Shipped
104057,72,5,2025-04-08,2025-04-18,Delivered
104058,61,3,2025-01-04,2025-01-29,Delivered
104059,9,5,2025-04-10,2025-04-22,Delivered
104060,33,3,2025-06-12,2025-06-23,Pending
104061,78,2,2025-03-25,2025-04-16,Delivered
104062,19,3,2025-06-09,2025-06-21,Delivered
104063,30,3,2025-01-04,2025-01-10,Delivered
104064,14,5,2025-01-18,2025-02-04,Delivered
104065,65,3,2025-05-12,2025-05-19,Delivered
104066,45,2,2025-03-13,2025-03-26,Shipped
104067,47,3,2025-03-09,2025-03-27,Pending
104068,69,2,2025-05-17,2025-06-02,Delivered
104069,61,5,2025-06-08,2025-06-19,Delivered
104070,71,1,2025-01-04,2025-01-29,Delivered
104071,42,2,2025-06-14,2025-07-08,Shipped
104072,69,4,2025-05-09,2025-05-30,Delivered
104073,69,4,2025-06-09,2025-07-02,Delivered
104074,76,5,2025-05-12,2025-05-21,Delivered
104075,77,1,2025-03-20,2025-04-04,Delivered
104076,18,4,2025-01-27,2025-02-09,Delivered
104077,18,3,2025-04-07,2025-04-19,Pending
104078,12,5,2025-05-19,2025-06-05,Delivered
104079,23,3,2025-02-03,2025-02-14,Delivered
104080,29,5,2025-04-26,2025-05-06,Delivered
104081,31,5,2025-01-27,2025-02-05,Cancelled
104082,71,4,2025-01-08,2025-01-25,Delivered
104083,21,5,2025-02-23,2025-03-05,Delivered
104084,66,1,2025-05-28,2025-06-19,Delivered
104085,22,2,2025-02-01,2025-02-07,Delivered
104086,2,2,2025-02-28,2025-03-10,Delivered
104087,3,1,2025-06-27,2025-07-18,Delivered
104088,56,4,2025-01-30,2025-02-05,Delivered
104089,66,5,2025-06-21,2025-07-13,Delivered
104090,62,4,2025-02-01,2025-02-06,Delivered
104091,38,2,2025-04-06,2025-04-23,Delivered
104092,37,1,2025-03-02,2025-03-24,Shipped
104093,41,2,2025-06-14,2025-06-21,Delivered
104094,7,4,2025-03-12,2025-03-30,Delivered
104095,71,2,2025-02-19,2025-03-06,Delivered
104096,76,3,2025-06-23,2025-07-01,Pending
104097,26,1,2025-04-28,2025-05-15,Delivered
104098,1,3,2025-03-13,2025-03-28,Cancelled
104099,76,4,2025-04-23,2025-04-30,Delivered
104100,6,4,2025-04-21,2025-05-08,Delivered
104101,12,1,2025-01-04,2025-01-29,Delivered
104102,48,3,2025-01-23,2025-01-30,Delivered
104103,29,3,2025-01-01,2025-01-20,Delivered
104104,13,4,2025-06-07,2025-06-30,Shipped
104105,80,4,2025-01-11,2025-02-01,Delivered
104106,48,5,2025-02-19,2025-03-09,Delivered
104107,26,3,2025-05-22,2025-05-31,Delivered
104108,73,5,2025-06-09,2025-06-26,Shipped
104109,78,4,2025-01-04,2025-01-25,Shipped
104110,56,5,2025-05-23,2025-06-13,Delivered
104111,73,1,2025-05-01,2025-05-22,Cancelled
104112,63,5,2025-01-19,2025-02-04,Pending
104113,76,4,2025-02-16,2025-03-04,Delivered
104114,10,5,2025-04-27,2025-05-14,Pending
104115,77,2,2025-02-02,2025-02-07,Delivered
104116,17,4,2025-06-29,2025-07-15,Delivered
104117,67,5,2025-05-24,2025-06-03,Delivered
104118,39,1,2025-05-22,2025-05-27,Delivered
104119,74,3,2025-02-05,2025-02-12,Delivered
104120,47,3,2025-05-11,2025-05-26,Cancelled
104121,16,4,2025-05-05,2025-05-24,Shipped
104122,12,2,2025-05-05,2025-05-19,Delivered
104123,24,1,2025-01-25,2025-02-16,Delivered
104124,71,2,2025-03-13,2025-03-20,Delivered
104125,76,4,2025-02-05,2025-02-23,Shipped
104126,21,2,2025-06-04,2025-06-24,Delivered
104127,76,1,2025-04-26,2025-05-02,Delivered
104128,34,3,2025-03-10,2025-03-19,Shipped
104129,71,3,2025-06-24,2025-07-08,Delivered
104130,6,3,2025-04-22,2025-05-13,Shipped
104131,74,2,2025-02-02,2025-02-18,Delivered
104132,1,5,2025-01-05,2025-01-11,Pending
104133,52,2,2025-06-30,2025-07-15,Delivered
104134,7,4,2025-02-13,2025-02-24,Delivered
104135,36,4,2025-02-15,2025-03-08,Shipped
104136,72,5,2025-03-25,2025-04-07,Pending
104137,12,4,2025-05-14,2025-06-08,Delivered
104138,67,2,2025-02-11,2025-02-24,Delivered
104139,31,1,2025-02-04,2025-02-22,Pending
104140,70,3,2025-01-02,2025-01-22,Pending
104141,45,5,2025-06-14,2025-06-20,Pending
104142,74,3,2025-01-01,2025-01-25,Shipped
104143,60,1,2025-06-18,2025-06-25,Delivered
104144,55,1,2025-01-12,2025-01-28,Shipped
104145,57,1,2025-05-26,2025-06-04,Shipped
104146,5,4,2025-01-19,2025-02-06,Delivered
104147,2,1,2025-05-04,2025-05-17,Delivered
104148,12,5,2025-05-27,2025-06-10,Delivered
104149,42,3,2025-02-28,2025-03-25,Shipped
104150,73,5,2025-04-30,2025-05-18,Delivered
104151,74,2,2025-04-16,2025-05-02,Shipped
104152,33,3,2025-05-01,2025-05-09,Delivered
104153,12,5,2025-05-12,2025-05-21,Cancelled
104154,26,3,2025-05-18,2025-05-25,Shipped
104155,10,1,2025-03-08,2025-03-23,Pending
104156,46,5,2025-06-19,2025-07-13,Delivered
104157,24,1,2025-04-30,2025-05-14,Shipped
104158,47,4,2025-03-07,2025-03-28,Delivered
104159,31,3,2025-02-08,2025-02-26,Delivered
104160,52,3,2025-05-20,2025-06-07,Pending
104161,55,4,2025-02-19,2025-03-14,Delivered
104162,33,3,2025-05-19,2025-06-09,Shipped
104163,39,2,2025-03-23,2025-04-04,Delivered
104164,39,4,2025-02-05,2025-02-27,Pending
104165,43,1,2025-04-25,2025-05-14,Delivered
104166,7,4,2025-04-03,2025-04-22,Delivered
104167,46,1,2025-04-04,2025-04-21,Shipped
104168,73,2,2025-01-03,2025-01-27,Pending
104169,43,3,2025-01-28,2025-02-03,Delivered
104170,40,1,2025-06-20,2025-07-14,Shipped
104171,30,1,2025-01-22,2025-01-30,Delivered
104172,65,4,2025-01-25,2025-02-18,Cancelled
104173,3,2,2025-03-26,2025-04-09,Delivered
104174,57,4,2025-01-14,2025-01-24,Shipped
104175,4,4,2025-06-08,2025-06-24,Delivered
104176,41,3,2025-06-28,2025-07-05,Delivered
104177,1,1,2025-06-20,2025-06-29,Shipped
104178,41,5,2025-04-02,2025-04-08,Pending
104179,54,1,2025-01-21,2025-02-05,Shipped
104180,28,2,2025-03-30,2025-04-24,Delivered
104181,76,3,2025-04-23,2025-05-18,Delivered
104182,44,1,2025-04-23,2025-05-07,Pending
104183,64,1,2025-04-24,2025-05-05,Delivered
104184,60,5,2025-05-21,2025-05-27,Delivered
104185,76,3,2025-06-14,2025-06-19,Delivered
104186,9,1,2025-01-03,2025-01-20,Shipped
104187,80,2,2025-03-19,2025-03-24,Shipped
104188,75,1,2025-01-01,2025-01-14,Delivered
104189,5,2,2025-04-20,2025-04-26,Delivered
104190,37,1,2025-01-19,2025-02-10,Shipped
104191,79,1,2025-02-26,2025-03-23,Delivered
104192,79,5,2025-02-14,2025-03-08,Delivered
104193,32,3,2025-06-25,2025-07-18,Delivered
104194,6,3,2025-04-10,2025-04-17,Pending
104195,53,4,2025-05-26,2025-06-18,Pending
104196,3,4,2025-05-27,2025-06-14,Delivered
104197,71,1,2025-01-19,2025-02-10,Delivered
104198,57,4,2025-03-09,2025-03-15,Delivered
104199,31,4,2025-05-09,2025-05-22,Delivered
104200,17,2,2025-06-19,2025-06-30,Delivered
104201,37,3,2025-05-29,2025-06-14,Delivered
104202,3,1,2025-04-11,2025-05-01,Delivered
104203,21,3,2025-03-25,2025-03-30,Shipped
104204,45,1,2025-01-19,2025-02-08,Shipped
104205,49,3,2025-03-07,2025-03-16,Delivered
104206,24,3,2025-01-28,2025-02-16,Delivered
104207,24,5,2025-01-16,2025-02-10,Shipped
104208,74,2,2025-02-26,2025-03-10,Delivered
104209,13,1,2025-01-04,2025-01-10,Delivered
104210,54,1,2025-04-02,2025-04-14,Pending
104211,70,5,2025-04-16,2025-05-07,Shipped
104212,2,2,2025-01-30,2025-02-06,Delivered
104213,57,2,2025-02-04,2025-02-28,Delivered
104214,37,3,2025-04-27,2025-05-12,Delivered
104215,73,5,2025-05-20,2025-06-08,Delivered
104216,73,2,2025-01-23,2025-02-02,Delivered
104217,76,4,2025-03-21,2025-03-31,Delivered
104218,30,2,2025-04-18,2025-04-28,Delivered
104219,19,4,2025-04-05,2025-04-21,Delivered
104220,10,3,2025-04-29,2025-05-18,Delivered
104221,77,2,2025-01-01,2025-01-20,Shipped
104222,45,2,2025-02-27,2025-03-21,Pending
104223,25,4,2025-06-29,2025-07-09,Pending
104224,78,2,2025-01-18,2025-02-03,Delivered
104225,68,1,2025-05-14,2025-06-06,Delivered
104226,1,3,2025-05-25,2025-06-02,Delivered
104227,15,5,2025-04-22,2025-05-03,Delivered
104228,43,5,2025-05-21,2025-05-28,Delivered
104229,41,5,2025-04-29,2025-05-19,Shipped
104230,13,4,2025-05-23,2025-06-13,Pending
104231,7,3,2025-03-02,2025-03-22,Delivered
104232,78,2,2025-01-18,2025-02-09,Cancelled
104233,78,2,2025-05-11,2025-06-03,Delivered
104234,23,5,2025-03-12,2025-03-27,Cancelled
104235,40,1,2025-06-18,2025-06-26,Cancelled
104236,18,2,2025-05-03,2025-05-13,Pending
104237,23,5,2025-02-24,2025-03-20,Shipped
104238,17,2,2025-02-04,2025-02-13,Pending
104239,12,3,2025-03-13,2025-04-02,Cancelled
104240,28,2,2025-05-15,2025-05-23,Pending
104241,47,5,2025-06-04,2025-06-15,Delivered
104242,17,1,2025-02-02,2025-02-08,Delivered
104243,7,3,2025-06-28,2025-07-07,Shipped
104244,17,2,2025-04-23,2025-05-13,Delivered
104245,17,1,2025-03-04,2025-03-20,Delivered
104246,6,2,2025-05-09,2025-05-16,Delivered
104247,7,4,2025-03-06,2025-03-23,Shipped
104248,8,3,2025-06-02,2025-06-14,Delivered
104249,57,4,2025-04-28,2025-05-14,Delivered
104250,75,1,2025-06-06,2025-06-28,Shipped
104251,10,1,2025-06-16,2025-06-26,Cancelled
104252,12,4,2025-06-24,2025-07-01,Delivered
104253,49,5,2025-01-11,2025-01-21,Delivered
104254,68,2,2025-01-31,2025-02-05,Shipped
104255,70,3,2025-01-18,2025-02-11,Delivered
104256,21,2,2025-05-26,2025-06-02,Delivered
104257,26,1,2025-04-18,2025-05-08,Pending
104258,8,3,2025-04-14,2025-05-06,Delivered
104259,54,4,2025-04-28,2025-05-04,Delivered
104260,51,2,2025-01-22,2025-02-14,Delivered
104261,51,3,2025-04-03,2025-04-09,Delivered
104262,37,3,2025-03-18,2025-04-12,Pending
104263,56,4,2025-02-20,2025-03-06,Delivered
104264,25,2,2025-05-26,2025-06-13,Delivered
104265,39,5,2025-04-07,2025-04-17,Delivered
104266,17,2,2025-04-09,2025-04-18,Delivered
104267,16,1,2025-03-17,2025-03-26,Shipped
104268,53,2,2025-03-29,2025-04-23,Delivered
104269,42,3,2025-06-22,2025-07-01,Shipped
104270,66,5,2025-06-12,2025-06-18,Delivered
104271,64,5,2025-06-25,2025-07-19,Pending
104272,80,4,2025-02-07,2025-03-04,Shipped
104273,40,1,2025-06-18,2025-07-12,Delivered
104274,49,3,2025-02-26,2025-03-09,Delivered
104275,31,2,2025-03-14,2025-04-02,Cancelled
104276,24,3,2025-06-20,2025-06-26,Delivered
104277,31,2,2025-03-04,2025-03-17,Delivered
104278,5,2,2025-01-20,2025-01-27,Delivered
104279,47,5,2025-05-08,2025-05-25,Pending
104280,35,3,2025-04-30,2025-05-17,Delivered
104281,73,3,2025-05-08,2025-05-23,Delivered
104282,52,5,2025-03-10,2025-04-04,Delivered
104283,26,3,2025-03-03,2025-03-21,Delivered
104284,61,3,2025-04-11,2025-04-28,Delivered
104285,77,5,2025-04-08,2025-04-15,Delivered
104286,36,2,2025-01-21,2025-01-31,Delivered
104287,48,1,2025-05-18,2025-05-23,Delivered
104288,80,3,2025-05-11,2025-05-18,Delivered
104289,24,4,2025-06-02,2025-06-11,Delivered
104290,48,5,2025-04-08,2025-04-25,Delivered
104291,58,2,2025-01-29,2025-02-10,Pending
104292,36,2,2025-03-03,2025-03-19,Delivered
104293,76,1,2025-03-10,2025-03-20,Delivered
104294,37,1,2025-06-20,2025-07-03,Delivered
104295,75,2,2025-03-05,2025-03-15,Delivered
104296,15,3,2025-03-23,2025-04-06,Shipped
104297,8,4,2025-05-26,2025-06-13,Shipped
104298,59,2,2025-01-27,2025-02-01,Pending
104299,16,4,2025-05-16,2025-06-01,Delivered
104300,19,1,2025-01-21,2025-02-06,Delivered
104301,58,1,2025-05-23,2025-06-05,Delivered
104302,27,3,2025-06-18,2025-07-01,Delivered
104303,23,4,2025-05-10,2025-05-29,Shipped
104304,64,1,2025-01-29,2025-02-18,Shipped
104305,21,1,2025-06-27,2025-07-18,Delivered
104306,44,2,2025-02-26,2025-03-17,Delivered
104307,17,5,2025-04-21,2025-05-08,Delivered
104308,53,2,2025-02-19,2025-03-10,Pending
104309,36,1,2025-06-15,2025-06-21,Delivered
104310,46,2,2025-04-23,2025-05-15,Pending
104311,48,3,2025-06-16,2025-07-07,Delivered
104312,6,1,2025-01-07,2025-01-16,Delivered
104313,23,2,2025-01-17,2025-01-31,Shipped
104314,60,2,2025-01-31,2025-02-18,Pending
104315,39,2,2025-05-27,2025-06-04,Delivered
104316,28,4,2025-05-16,2025-06-10,Delivered
104317,64,2,2025-01-09,2025-01-20,Shipped
104318,49,5,2025-03-30,2025-04-15,Delivered
104319,67,4,2025-02-15,2025-02-20,Delivered
104320,24,5,2025-06-11,2025-07-01,Delivered
104321,45,2,2025-04-06,2025-04-30,Delivered
104322,28,2,2025-02-07,2025-02-17,Shipped
104323,57,2,2025-06-29,2025-07-23,Shipped
104324,67,5,2025-06-05,2025-06-15,Pending
104325,47,4,2025-06-26,2025-07-08,Delivered
104326,29,2,2025-02-28,2025-03-18,Delivered
104327,65,3,2025-01-09,2025-01-29,Delivered
104328,7,5,2025-04-28,2025-05-04,Delivered
104329,50,5,2025-05-08,2025-05-16,Delivered
104330,21,2,2025-04-08,2025-04-14,Pending
104331,63,1,2025-02-09,2025-02-26,Pending
104332,71,2,2025-05-23,2025-06-14,Delivered
104333,24,1,2025-05-07,2025-06-01,Delivered
104334,34,5,2025-03-08,2025-03-25,Delivered
104335,42,4,2025-03-09,2025-03-18,Shipped
104336,28,2,2025-02-06,2025-02-16,Delivered
104337,66,1,2025-06-12,2025-06-20,Delivered
104338,38,3,2025-02-09,2025-02-25,Delivered
104339,73,2,2025-06-20,2025-07-15,Delivered
104340,23,3,2025-04-14,2025-04-20,Delivered
104341,80,3,2025-02-24,2025-03-12,Delivered
104342,50,2,2025-06-12,2025-07-02,Delivered
104343,32,1,2025-06-15,2025-06-23,Delivered
104344,35,4,2025-06-25,2025-07-15,Shipped
104345,31,1,2025-05-05,2025-05-20,Shipped
104346,72,3,2025-02-01,2025-02-26,Delivered
104347,20,1,2025-06-18,2025-06-25,Shipped
104348,50,2,2025-04-13,2025-04-19,Delivered
104349,37,4,2025-02-28,2025-03-23,Delivered
104350,61,3,2025-04-09,2025-04-16,Delivered
104351,36,4,2025-01-12,2025-01-28,Delivered
104352,73,1,2025-02-14,2025-03-11,Delivered
104353,48,1,2025-04-20,2025-05-03,Pending
104354,73,3,2025-03-26,2025-04-13,Shipped
104355,73,1,2025-05-28,2025-06-14,Delivered
104356,28,5,2025-03-24,2025-04-12,Delivered
104357,46,2,2025-01-16,2025-02-05,Delivered
104358,18,1,2025-03-06,2025-03-16,Delivered
104359,21,1,2025-01-19,2025-02-12,Delivered
104360,64,1,2025-02-04,2025-02-11,Shipped
104361,10,2,2025-05-27,2025-06-08,Delivered
104362,56,5,2025-04-14,2025-05-03,Delivered
104363,59,4,2025-01-10,2025-02-02,Cancelled
104364,61,2,2025-01-19,2025-01-29,Delivered
104365,62,2,2025-01-21,2025-02-14,Cancelled
104366,24,2,2025-04-23,2025-05-18,Delivered
104367,4,4,2025-03-28,2025-04-20,Cancelled
104368,69,5,2025-05-02,2025-05-27,Delivered
104369,46,2,2025-06-13,2025-06-24,Delivered
104370,74,3,2025-02-21,2025-03-01,Delivered
104371,49,3,2025-03-21,2025-04-01,Pending
104372,66,5,2025-06-13,2025-06-28,Shipped
104373,16,2,2025-01-12,2025-01-22,Shipped
104374,9,3,2025-01-07,2025-01-23,Delivered
104375,49,3,2025-03-14,2025-04-06,Delivered
104376,37,4,2025-01-02,2025-01-08,Pending
104377,54,5,2025-04-29,2025-05-16,Delivered
104378,70,4,2025-05-08,2025-05-25,Shipped
104379,58,5,2025-04-26,2025-05-10,Delivered
104380,12,4,2025-02-21,2025-03-10,Delivered
104381,55,1,2025-03-07,2025-03-22,Pending
104382,53,2,2025-04-01,2025-04-16,Delivered
104383,61,2,2025-01-10,2025-02-02,Delivered
104384,35,5,2025-04-20,2025-05-14,Shipped
104385,60,4,2025-01-21,2025-01-29,Delivered
104386,73,3,2025-02-05,2025-02-28,Delivered
104387,29,3,2025-02-22,2025-02-28,Delivered
104388,76,4,2025-01-03,2025-01-13,Delivered
104389,15,2,2025-05-16,2025-05-26,Delivered
104390,27,4,2025-03-18,2025-03-30,Cancelled
104391,41,5,2025-03-16,2025-04-06,Delivered
104392,72,5,2025-03-27,2025-04-20,Delivered
104393,37,4,2025-06-18,2025-07-06,Shipped
104394,43,3,2025-03-16,2025-03-28,Delivered
104395,33,1,2025-03-20,2025-04-13,Shipped
104396,73,5,2025-05-31,2025-06-12,Delivered
104397,32,3,2025-03-12,2025-04-04,Delivered
104398,29,5,2025-03-11,2025-03-29,Shipped
104399,68,5,2025-02-13,2025-02-22,Shipped
104400,76,3,2025-05-09,2025-05-27,Shipped
104401,62,2,2025-05-28,2025-06-19,Delivered
104402,67,5,2025-03-11,2025-03-19,Shipped
104403,14,1,2025-05-27,2025-06-15,Shipped
104404,23,1,2025-05-03,2025-05-09,Delivered
104405,39,5,2025-03-31,2025-04-11,Shipped
104406,53,3,2025-03-28,2025-04-17,Delivered
104407,17,2,2025-01-10,2025-01-22,Pending
104408,39,3,2025-05-26,2025-06-13,Delivered
104409,49,1,2025-02-07,2025-03-03,Shipped
104410,7,1,2025-02-06,2025-02-22,Shipped
104411,15,2,2025-04-29,2025-05-14,Delivered
104412,46,5,2025-06-30,2025-07-24,Delivered
104413,43,5,2025-03-28,2025-04-22,Delivered
104414,61,1,2025-05-23,2025-06-10,Cancelled
104415,11,5,2025-06-06,2025-06-17,Delivered
104416,34,3,2025-05-22,2025-06-05,Shipped
104417,42,4,2025-04-10,2025-04-22,Pending
104418,29,5,2025-05-21,2025-06-06,Pending
104419,27,3,2025-02-16,2025-02-27,Delivered
104420,21,2,2025-01-09,2025-01-21,Shipped
104421,59,3,2025-02-16,2025-03-01,Delivered
104422,14,1,2025-03-19,2025-03-31,Delivered
104423,75,4,2025-05-10,2025-05-27,Delivered
104424,70,1,2025-01-09,2025-01-31,Delivered
104425,41,2,2025-05-26,2025-06-08,Delivered
104426,75,1,2025-02-09,2025-03-06,Pending
104427,63,4,2025-03-15,2025-03-22,Delivered
104428,25,1,2025-03-19,2025-03-30,Delivered
